ussid,slaveid,isallocated
100001300890537002,100001-WD16,YES
100001300890537003,100001-WD16,YES
100001300890537004,100001-WD16,YES
100001300890544003,100001-WD16,YES
100001300890544004,100001-WD16,YES
100001300890544004,100001-WD16,YES
100001300890545004,100001-WD16,YES
100001300890546002,100001-WD16,YES
100001300890546002,100001-WD16,YES
100001300890546002,100001-WD16,YES
100001300890546002,100001-WD16,YES
100001300890546004,100001-WD16,YES
100001300890549001,100001-WD16,YES
100001300890549001,100001-WD16,YES
100001300890549002,100001-WD16,YES
100001300890551001,100001-WD16,YES
100001300890551003,100001-WD16,YES
100001300890551003,100001-WD16,YES
100001300890551003,100001-WD16,YES
100001300890551003,100001-WD16,YES
100001300890551004,100001-WD16,YES
100001300890556001,100001-WD16,YES
100001300890557003,100001-WD16,YES
100001300890557003,100001-WD16,YES
100001300890558002,100001-WD16,YES
100001300890559001,100001-WD16,YES
100001300890560002,100001-WD16,YES
100001300890564002,100001-WD16,YES
100001300890564002,100001-WD16,YES
100001300890564003,100001-WD16,YES
100001300890564003,100001-WD16,YES
100001300890564003,100001-WD16,YES
100001300890570004,100001-W012,YES
100001300890570005,100001-W012,YES
100001300890577004,100001-W016,YES
100001300890580006,100001-W008,YES
100001300890585004,100001-W144,YES
100001300890596001,100001-WD16,YES
100001300890596003,100001-WD16,YES
100001300890597001,100001-WD16,YES
100001300890597001,100001-WD16,YES
100001300890597002,100001-WD16,YES
100001300890597002,100001-WD16,YES
100001300890597002,100001-WD16,YES
100001300890597002,100001-WD16,YES
100001300890597003,100001-WD16,YES
100001300890597003,100001-WD16,YES
100001300890597003,100001-WD16,YES
100001300890597003,100001-WD16,YES
100001300890597003,100001-WD16,YES
100001300890597004,100001-WD16,YES
100001300890597004,100001-WD16,YES
100001300890597004,100001-WD16,YES
100001300890597004,100001-WD16,YES
100001300890618001,100001-WD16,YES
100001300890618002,100001-WD16,YES
100001300890618002,100001-WD16,YES
100001300890618002,100001-WD16,YES
100001300890659001,100001-WD16,YES
100001300890666005,100001-WD16,YES
100001300890666005,100001-WD16,YES
100001300890668001,100001-WD16,YES
100001300890670001,100001-WD16,YES
100001300890675002,100001-WD16,YES
100001300890675002,100001-WD16,YES
100001300890679004,100001-W144,YES
100001300890684002,100001-WD16,YES
100001300890686003,100001-W012,YES
100001300890698005,100001-WD16,YES
100001300890699005,100001-W096,YES
100001300890703006,100001-WD16,YES
100001300890778005,100001-WD16,YES
100001300890811001,100001-WD16,YES
100001300890811001,100001-WD16,YES
100001300890813003,100001-WD16,YES
100001300890867005,100001-WD16,YES
100001300890885002,100001-WD16,YES
100001300890893001,100001-WD16,YES
100001300890893001,100001-WD16,YES
100001300890893001,100001-WD16,YES
100001300890893002,100001-WD16,YES
100001300890902001,100001-WD16,YES
100001300890902001,100001-WD16,YES
100001300890902001,100001-WD16,YES
100001300890902004,100001-WD16,YES
100001300890902004,100001-WD16,YES
100001300890903003,100001-WD16,YES
100001300890903004,100001-WD16,YES
100001300890903004,100001-WD16,YES
100001300890906003,100001-WD16,YES
100001300890906004,100001-WD16,YES
100001300890919001,100001-W043,YES
100001300890920002,100001-W085,YES
100001300890920004,100001-W043,YES
100001300890921003,100001-W043,YES
100001300890922005,100001-W083,YES
100001300890924002,100001-W140,YES
100001300890925003,100001-W051,YES
100001300890925003,100001-W097,YES
100001300890925004,100001-W125,YES
100001300890931003,100001-W133,YES
100001300890936002,100001-WD16,YES
100001300890936003,100001-WD16,YES
100001300890936003,100001-WD16,YES
100001300890936003,100001-WD16,YES
100001300890936003,100001-WD16,YES
100001300890936004,100001-WD16,YES
100001300890936004,100001-WD16,YES
100001300890936004,100001-WD16,YES
100001300890936004,100001-WD16,YES
100001300890936004,100001-WD16,YES
100001300890936004,100001-WD16,YES
100001300890936004,100001-WD16,YES
100001300890936005,100001-WD16,YES
100001300890936005,100001-WD16,YES
100001300890936005,100001-WD16,YES
100001300890936005,100001-WD16,YES
100001300890938002,100001-WD16,YES
100001300890938003,100001-WD16,YES
100001300890938003,100001-WD16,YES
100001300890938003,100001-WD16,YES
100001300890938003,100001-WD16,YES
100001300890938004,100001-WD16,YES
100001300890938004,100001-WD16,YES
100001300890938005,100001-WD16,YES
100001300890938005,100001-WD16,YES
100001300890938005,100001-WD16,YES
100001300890938005,100001-WD16,YES
100001300890939001,100001-WD16,YES
100001300890939003,100001-WD16,YES
100001300890939003,100001-WD16,YES
100001300890940005,100001-WD16,YES
100001300890943002,100001-WD16,YES
100001300890943002,100001-WD16,YES
100001300890943003,100001-WD16,YES
100001300890943003,100001-WD16,YES
100001300890943003,100001-WD16,YES
100001300890943004,100001-WD16,YES
100001300890943004,100001-WD16,YES
100001300890943005,100001-WD16,YES
100001300890946004,100001-WD16,YES
100001300890949004,100001-W067,YES
100001300890951002,100001-WD16,YES
100001300890951003,100001-WD16,YES
100001300890951003,100001-WD16,YES
100001300890951003,100001-WD16,YES
100001300890951003,100001-WD16,YES
100001300890951004,100001-WD16,YES
100001300890951004,100001-WD16,YES
100001300890951004,100001-WD16,YES
100001300890951004,100001-WD16,YES
100001300890951004,100001-WD16,YES
100001300890951004,100001-WD16,YES
100001300890951004,100001-WD16,YES
100001300890951005,100001-WD16,YES
100001300890951005,100001-WD16,YES
100001300890952001,100001-WD16,YES
100001300890952002,100001-WD16,YES
100001300890954002,100001-W007,YES
100001300890957002,100001-W108,YES
100001300890962001,100001-W020,YES
100001300890963001,100001-WD16,YES
100001300890963002,100001-WD16,YES
100001300890963002,100001-WD16,YES
100001300890972002,100001-WD16,YES
100001300890972002,100001-WD16,YES
100001300890972002,100001-WD16,YES
100001300890972002,100001-WD16,YES
100001300890972002,100001-WD16,YES
100001300890972004,100001-WD16,YES
100001300890973003,100001-W008,YES
100001300890974004,100001-W133,YES
100001300890977003,100001-WD16,YES
100001300890978003,100001-WD16,YES
100001300890979001,100001-WD16,YES
100001300890979002,100001-WD16,YES
100001300890979002,100001-WD16,YES
100001300890979004,100001-WD16,YES
100001300890979004,100001-WD16,YES
100001300890979005,100001-WD16,YES
100001300890979005,100001-WD16,YES
100001300891048001,100001-WD16,YES
100001300891054003,100001-WD16,YES
100001300891054004,100001-WD16,YES
100001300891056002,100001-WD16,YES
100001300891058001,100001-W004,YES
100001300891075002,100001-W126,YES
100001300891076001,100001-WD16,YES
100001300891076002,100001-WD16,YES
100001300891076003,100001-WD16,YES
100001300891076003,100001-WD16,YES
100001300891080003,100001-WD16,YES
100001300891080004,100001-WD16,YES
100001300891081001,100001-WD16,YES
100001300891086004,100001-WD16,YES
100001300891218001,100001-WD16,YES
100001300891218001,100001-WD16,YES
100001300891218001,100001-WD16,YES
100001300891219001,100001-WD16,YES
100001300891219003,100001-WD16,YES
100001300891219004,100001-WD16,YES
100001300891219004,100001-WD16,YES
100001300891219004,100001-WD16,YES
100001300891219004,100001-WD16,YES
100001300891219004,100001-WD16,YES
100001300891235001,100001-WD16,YES
100001300891238003,100001-WD16,YES
100001300891245002,100001-W116,YES
100001300891245008,100001-W116,YES
100001300891403005,100001-WD16,YES
100001300891403006,100001-WD16,YES
100001300891428003,100001-W116,YES
100001300891434002,100001-W133,YES
100001300891438002,100001-W097,YES
100001300891451001,100001-WD16,YES
100001300891451001,100001-WD16,YES
100001300891452002,100001-WD16,YES
100001300891452002,100001-WD16,YES
100001300891452002,100001-WD16,YES
100001300891452004,100001-WD16,YES
100001300891452004,100001-WD16,YES
100001300891457003,100001-WD16,YES
100001300891462002,100001-WD16,YES
100001300891462002,100001-WD16,YES
100001300891462004,100001-WD16,YES
100001300891462004,100001-WD16,YES
100001300891463002,100001-WD16,YES
100001300891463004,100001-WD16,YES
100001300891463004,100001-WD16,YES
100001300891523003,100001-WD16,YES
100001300891523004,100001-WD16,YES
100001300891523004,100001-WD16,YES
100001300891525003,100001-W083,YES
100001300891526004,100001-W088,YES
100001300891528004,100001-W136,YES
100001300891528005,100001-W104,YES
100001300891528006,100001-W008,YES
100001300891705002,100001-WD16,YES
100001300891705002,100001-WD16,YES
100001300891705002,100001-WD16,YES
100001300891705002,100001-WD16,YES
100001300891710001,100001-W113,YES
100001300891716004,100001-W140,YES
100001300891727005,100001-W088,YES
100001300891728002,100001-W018,YES
100001300891732001,100001-W133,YES
100001300891735004,100001-W140,YES
100001300891752004,100001-W027,YES
100001300891760006,100001-WD16,YES
100001300891761002,100001-WD16,YES
100001300891761006,100001-WD16,YES
100001300891771003,100001-WD16,YES
100001300891771003,100001-WD16,YES
100001300891771003,100001-WD16,YES
100001300891772003,100001-WD16,YES
100001300891772003,100001-WD16,YES
100001300891772003,100001-WD16,YES
100001300891774003,100001-WD16,YES
100001300891776001,100001-WD16,YES
100001300891776002,100001-WD16,YES
100001300891779004,100001-WD16,YES
100001300891835001,100001-WD16,YES
100001300891835001,100001-WD16,YES
100001300891835003,100001-WD16,YES
100001300891835004,100001-WD16,YES
100001300891835004,100001-WD16,YES
100001300891835004,100001-WD16,YES
100001300891835005,100001-WD16,YES
100001300891837003,100001-WD16,YES
100001300891837003,100001-WD16,YES
100001300891837004,100001-WD16,YES
100001300891837004,100001-WD16,YES
100001300891838005,100001-WD16,YES
100001300891877003,100001-W125,YES
100001300891883001,100001-WD16,YES
100001300891883002,100001-WD16,YES
100001300891884002,100001-WD16,YES
100001300891891001,100001-WD16,YES
100001300891891001,100001-WD16,YES
100001300891891001,100001-WD16,YES
100001300891891001,100001-WD16,YES
100001300891891001,100001-WD16,YES
100001300891891001,100001-WD16,YES
100001300891898002,100001-W067,YES
100001300891906003,100001-W027,YES
100001300891934002,100001-W116,YES
100001300891938004,100001-W016,YES
100001300891957002,100001-WD16,YES
100001300891957002,100001-WD16,YES
100001300891957002,100001-WD16,YES
100001300891960002,100001-WD16,YES
100001300891960002,100001-WD16,YES
100001300891960002,100001-WD16,YES
100001300891960002,100001-WD16,YES
100001300891964003,100001-W011,YES
100001300891974003,100001-WD16,YES
100001300891989002,100001-WD16,YES
100001300891989002,100001-WD16,YES
100001300891992004,100001-W005,YES
100001300892019004,100001-WD16,YES
100001300892019004,100001-WD16,YES
100001300892026004,100001-W126,YES
100001300892028002,100001-WD16,YES
100001300892030001,100001-WD16,YES
100001300892030001,100001-WD16,YES
100001300892034003,100001-WD16,YES
100001300892034003,100001-WD16,YES
100001300892034004,100001-WD16,YES
100001300892034004,100001-WD16,YES
100001300892034004,100001-WD16,YES
100001300892035003,100001-WD16,YES
100001300892046003,100001-W126,YES
100001300892049001,100001-WD16,YES
100001300892050002,100001-W107,YES
100001300892052003,100001-WD16,YES
100001300892058001,100001-WD16,YES
100001300892058004,100001-WD16,YES
100001300892062001,100001-WD16,YES
100001300892062004,100001-WD16,YES
100001300892063006,100001-W125,YES
100001300892065002,100001-WD16,YES
100001300892065002,100001-WD16,YES
100001300892065006,100001-WD16,YES
100001300892102004,100001-WD16,YES
100001300892102004,100001-WD16,YES
100001300892104001,100001-WD16,YES
100001300892105002,100001-WD16,YES
100001300892105002,100001-WD16,YES
100001300892105002,100001-WD16,YES
100001300892105003,100001-WD16,YES
100001300892105003,100001-WD16,YES
100001300892106001,100001-WD16,YES
100001300892106001,100001-WD16,YES
100001300892106004,100001-WD16,YES
100001300892108001,100001-WD16,YES
100001300892110001,100001-WD16,YES
100001300892110004,100001-WD16,YES
100001300892112004,100001-WD16,YES
100001300892115002,100001-WD16,YES
100001300892115004,100001-WD16,YES
100001300892115004,100001-WD16,YES
100001300892116002,100001-WD16,YES
100001300892116002,100001-WD16,YES
100001300892117002,100001-WD16,YES
100001300892117002,100001-WD16,YES
100001300892117002,100001-WD16,YES
100001300892117002,100001-WD16,YES
100001300892118002,100001-WD16,YES
100001300892120002,100001-WD16,YES
100001300892123005,100001-W036,YES
100001300892126001,100001-WD16,YES
100001300892126001,100001-WD16,YES
100001300892152004,100001-W140,YES
100001300892309006,100001-WD16,YES
100001300892310001,100001-WD16,YES
100001300892310003,100001-WD16,YES
100001300892315001,100001-WD16,YES
100001300892315005,100001-WD16,YES
100001300892316004,100001-WD16,YES
100001300892316005,100001-WD16,YES
100001300892316005,100001-WD16,YES
100001300892316005,100001-WD16,YES
100001300892316005,100001-WD16,YES
100001300892316006,100001-WD16,YES
100001300892316006,100001-WD16,YES
100001300892321001,100001-WD16,YES
100001300892321001,100001-WD16,YES
100001300892321002,100001-WD16,YES
100001300892323002,100001-WD16,YES
100001300892323002,100001-WD16,YES
100001300892323002,100001-WD16,YES
100001300892323004,100001-WD16,YES
100001300892323004,100001-WD16,YES
100001300892323004,100001-WD16,YES
100001300892323004,100001-WD16,YES
100001300892323005,100001-WD16,YES
100001300892323005,100001-WD16,YES
100001300892323005,100001-WD16,YES
100001300892324006,100001-WD16,YES
100001300892324006,100001-WD16,YES
100001300892333003,100001-WD16,YES
100001300892333003,100001-WD16,YES
100001300892333004,100001-WD16,YES
100001300892333005,100001-WD16,YES
100001300892334004,100001-WD16,YES
100001300892334005,100001-WD16,YES
100001300892335003,100001-WD16,YES
100001300892335003,100001-WD16,YES
100001300892335005,100001-WD16,YES
100001300892341002,100001-W160,YES
100001300892379002,100001-W043,YES
100001300892380003,100001-W160,YES
100001300892385002,100001-WD16,YES
100001300892385002,100001-WD16,YES
100001300892385002,100001-WD16,YES
100001300892386004,100001-WD16,YES
100001300892387002,100001-WD16,YES
100001300892387004,100001-WD16,YES
100001300892388002,100001-WD16,YES
100001300892388002,100001-WD16,YES
100001300892388002,100001-WD16,YES
100001300892388003,100001-WD16,YES
100001300892388004,100001-WD16,YES
100001300892390004,100001-WD16,YES
100001300892393002,100001-WD16,YES
100001300892393004,100001-WD16,YES
100001300892393004,100001-WD16,YES
100001300892394002,100001-WD16,YES
100001300892395001,100001-WD16,YES
100001300892395001,100001-WD16,YES
100001300892396004,100001-WD16,YES
100001300892397003,100001-WD16,YES
100001300892398004,100001-WD16,YES
100001300892400001,100001-WD16,YES
100001300892400001,100001-WD16,YES
100001300892400001,100001-WD16,YES
100001300892400001,100001-WD16,YES
100001300892400002,100001-WD16,YES
100001300892401001,100001-WD16,YES
100001300892401001,100001-WD16,YES
100001300892401003,100001-WD16,YES
100001300892401003,100001-WD16,YES
100001300892402001,100001-WD16,YES
100001300892402001,100001-WD16,YES
100001300892402001,100001-WD16,YES
100001300892402001,100001-WD16,YES
100001300892402003,100001-WD16,YES
100001300892403001,100001-WD16,YES
100001300892403002,100001-WD16,YES
100001300892403004,100001-WD16,YES
100001300892404003,100001-WD16,YES
100001300892406002,100001-WD16,YES
100001300892406002,100001-WD16,YES
100001300892406004,100001-WD16,YES
100001300892410001,100001-WD16,YES
100001300892414002,100001-WD16,YES
100001300892414003,100001-WD16,YES
100001300892414003,100001-WD16,YES
100001300892417002,100001-WD16,YES
100001300892417002,100001-WD16,YES
100001300892418001,100001-WD16,YES
100001300892418004,100001-WD16,YES
100001300892418004,100001-WD16,YES
100001300892418004,100001-WD16,YES
100001300892429003,100001-W036,YES
100001300892430006,100001-W147,YES
100001300892457006,100001-WD16,YES
100001300892458005,100001-WD16,YES
100001300892461001,100001-WD16,YES
100001300892461001,100001-WD16,YES
100001300892461002,100001-WD16,YES
100001300892461002,100001-WD16,YES
100001300892461006,100001-WD16,YES
100001300892473003,100001-WD16,YES
100001300892473005,100001-WD16,YES
100001300892473005,100001-WD16,YES
100001300892473005,100001-WD16,YES
100001300892474003,100001-WD16,YES
100001300892474005,100001-WD16,YES
100001300892476005,100001-WD16,YES
100001300892487003,100001-WD16,YES
100001300892487003,100001-WD16,YES
100001300892487003,100001-WD16,YES
100001300892487003,100001-WD16,YES
100001300892487004,100001-WD16,YES
100001300892487004,100001-WD16,YES
100001300892487004,100001-WD16,YES
100001300892487005,100001-WD16,YES
100001300892487005,100001-WD16,YES
100001300892487005,100001-WD16,YES
100001300892487005,100001-WD16,YES
100001300892487005,100001-WD16,YES
100001300892487005,100001-WD16,YES
100001300892487006,100001-WD16,YES
100001300892490002,100001-WD16,YES
100001300892490002,100001-WD16,YES
100001300892495003,100001-WD16,YES
100001300892499001,100001-WD16,YES
100001300892499004,100001-WD16,YES
100001300892501002,100001-WD16,YES
100001300892502001,100001-WD16,YES
100001300892504002,100001-WD16,YES
100001300892505002,100001-WD16,YES
100001300892505002,100001-WD16,YES
100001300892505004,100001-WD16,YES
100001300892505004,100001-WD16,YES
100001300892506004,100001-WD16,YES
100001300892506004,100001-WD16,YES
100001300892506004,100001-WD16,YES
100001300892508002,100001-WD16,YES
100001300892508002,100001-WD16,YES
100001300892508004,100001-WD16,YES
100001300892508004,100001-WD16,YES
100001300892508004,100001-WD16,YES
100001300892509001,100001-WD16,YES
100001300892510001,100001-WD16,YES
100001300892510001,100001-WD16,YES
100001300892514002,100001-WD16,YES
100001300892514003,100001-WD16,YES
100001300892515003,100001-WD16,YES
100001300892518004,100001-WD16,YES
100001300892521002,100001-WD16,YES
100001300892521003,100001-WD16,YES
100001300892521003,100001-WD16,YES
100001300892521003,100001-WD16,YES
100001300892521003,100001-WD16,YES
100001300892521004,100001-WD16,YES
100001300892521004,100001-WD16,YES
100001300892521004,100001-WD16,YES
100001300892522001,100001-WD16,YES
100001300892522001,100001-WD16,YES
100001300892523004,100001-WD16,YES
100001300892523004,100001-WD16,YES
100001300892524001,100001-WD16,YES
100001300892524001,100001-WD16,YES
100001300892524004,100001-WD16,YES
100001300892524004,100001-WD16,YES
100001300892525002,100001-WD16,YES
100001300892525002,100001-WD16,YES
100001300892525003,100001-WD16,YES
100001300892525003,100001-WD16,YES
100001300892525004,100001-WD16,YES
100001300892526001,100001-WD16,YES
100001300892526001,100001-WD16,YES
100001300892526001,100001-WD16,YES
100001300892526002,100001-WD16,YES
100001300892526002,100001-WD16,YES
100001300892528003,100001-WD16,YES
100001300892530004,100001-WD16,YES
100001300892530004,100001-WD16,YES
100001300892531001,100001-WD16,YES
100001300892531001,100001-WD16,YES
100001300892531002,100001-WD16,YES
100001300892531004,100001-WD16,YES
100001300892531004,100001-WD16,YES
100001300892532004,100001-WD16,YES
100001300892533002,100001-WD16,YES
100001300892534002,100001-WD16,YES
100001300892534003,100001-WD16,YES
100001300892534003,100001-WD16,YES
100001300892535002,100001-WD16,YES
100001300892535002,100001-WD16,YES
100001300892535002,100001-WD16,YES
100001300892538004,100001-WD16,YES
100001300892540001,100001-WD16,YES
100001300892540004,100001-WD16,YES
100001300892540004,100001-WD16,YES
100001300892542004,100001-WD16,YES
100001300892542004,100001-WD16,YES
100001300892544002,100001-WD16,YES
100001300892545002,100001-WD16,YES
100001300892545002,100001-WD16,YES
100001300892545002,100001-WD16,YES
100001300892545003,100001-WD16,YES
100001300892545003,100001-WD16,YES
100001300892546003,100001-WD16,YES
100001300892548002,100001-WD16,YES
100001300892548002,100001-WD16,YES
100001300892549004,100001-WD16,YES
100001300892549004,100001-WD16,YES
100001300892549004,100001-WD16,YES
100001300892551002,100001-WD16,YES
100001300892551002,100001-WD16,YES
100001300892551004,100001-WD16,YES
100001300892551004,100001-WD16,YES
100001300892551004,100001-WD16,YES
100001300892555004,100001-WD16,YES
100001300892556004,100001-WD16,YES
100001300892556004,100001-WD16,YES
100001300892557004,100001-WD16,YES
100001300892561004,100001-WD16,YES
100001300892562002,100001-WD16,YES
100001300892562002,100001-WD16,YES
100001300892562003,100001-WD16,YES
100001300892562003,100001-WD16,YES
100001300892562004,100001-WD16,YES
100001300892570005,100001-W140,YES
100001300892608004,100001-W075,YES
100001300892612005,100001-WD16,YES
100001300892612005,100001-WD16,YES
100001300892612005,100001-WD16,YES
100001300892615003,100001-WD16,YES
100001300892615003,100001-WD16,YES
100001300892618001,100001-W026,YES
100001300892920003,100001-WD16,YES
100001300892922003,100001-WD16,YES
100001300892924005,100001-WD16,YES
100001300892931003,100001-WD16,YES
100001300892932002,100001-WD16,YES
100001300892935002,100001-WD16,YES
100001300892935002,100001-WD16,YES
100001300892935003,100001-WD16,YES
100001300892935003,100001-WD16,YES
100001300892936002,100001-WD16,YES
100001300892936002,100001-WD16,YES
100001300892937003,100001-WD16,YES
100001300892937003,100001-WD16,YES
100001300892939003,100001-WD16,YES
100001300892939003,100001-WD16,YES
100001300892939004,100001-WD16,YES
100001300892940001,100001-WD16,YES
100001300892940001,100001-WD16,YES
100001300892940002,100001-WD16,YES
100001300892940003,100001-WD16,YES
100001300892940003,100001-WD16,YES
100001300892940004,100001-WD16,YES
100001300892940004,100001-WD16,YES
100001300892941004,100001-WD16,YES
100001300892941004,100001-WD16,YES
100001300892942003,100001-WD16,YES
100001300892942003,100001-WD16,YES
100001300892942003,100001-WD16,YES
100001300892942003,100001-WD16,YES
100001300892942003,100001-WD16,YES
100001300892943003,100001-WD16,YES
100001300892943004,100001-WD16,YES
100001300892943004,100001-WD16,YES
100001300892944002,100001-WD16,YES
100001300892944002,100001-WD16,YES
100001300892945004,100001-WD16,YES
100001300892946001,100001-WD16,YES
100001300892946001,100001-WD16,YES
100001300892947004,100001-WD16,YES
100001300892948003,100001-WD16,YES
100001300892949002,100001-WD16,YES
100001300892949004,100001-WD16,YES
100001300892949004,100001-WD16,YES
100001300892950004,100001-WD16,YES
100001300892950004,100001-WD16,YES
100001300892950004,100001-WD16,YES
100001300892951001,100001-WD16,YES
100001300892951001,100001-WD16,YES
100001300892951003,100001-WD16,YES
100001300892954001,100001-WD16,YES
100001300892956001,100001-WD16,YES
100001300892956001,100001-WD16,YES
100001300892958001,100001-WD16,YES
100001300892958004,100001-WD16,YES
100001300892958004,100001-WD16,YES
100001300892958004,100001-WD16,YES
100001300892963001,100001-WD16,YES
100001300892963001,100001-WD16,YES
100001300892963002,100001-WD16,YES
100001300892963002,100001-WD16,YES
100001300892963003,100001-WD16,YES
100001300892963004,100001-WD16,YES
100001300892963004,100001-WD16,YES
100001300892963004,100001-WD16,YES
100001300892963004,100001-WD16,YES
100001300892965001,100001-WD16,YES
100001300892965001,100001-WD16,YES
100001300892965002,100001-WD16,YES
100001300892965002,100001-WD16,YES
100001300892965002,100001-WD16,YES
100001300892965002,100001-WD16,YES
100001300892965002,100001-WD16,YES
100001300892965002,100001-WD16,YES
100001300892965003,100001-WD16,YES
100001300892970004,100001-WD16,YES
100001300892970004,100001-WD16,YES
100001300892970004,100001-WD16,YES
100001300892971001,100001-WD16,YES
100001300892971001,100001-WD16,YES
100001300892971003,100001-WD16,YES
100001300892973003,100001-WD16,YES
100001300892973003,100001-WD16,YES
100001300892974001,100001-WD16,YES
100001300892974002,100001-WD16,YES
100001300892974002,100001-WD16,YES
100001300892974003,100001-WD16,YES
100001300892975001,100001-WD16,YES
100001300892976001,100001-WD16,YES
100001300892977004,100001-WD16,YES
100001300892977004,100001-WD16,YES
100001300892979002,100001-WD16,YES
100001300892979004,100001-WD16,YES
100001300892980004,100001-WD16,YES
100001300892981001,100001-WD16,YES
100001300892981001,100001-WD16,YES
100001300892982001,100001-WD16,YES
100001300892982001,100001-WD16,YES
100001300892983001,100001-WD16,YES
100001300892983001,100001-WD16,YES
100001300892983001,100001-WD16,YES
100001300892983004,100001-WD16,YES
100001300892983004,100001-WD16,YES
100001300892984001,100001-WD16,YES
100001300892984001,100001-WD16,YES
100001300892984001,100001-WD16,YES
100001300892985001,100001-WD16,YES
100001300892985001,100001-WD16,YES
100001300892985001,100001-WD16,YES
100001300892985003,100001-WD16,YES
100001300892987002,100001-WD16,YES
100001300892987002,100001-WD16,YES
100001300892987004,100001-WD16,YES
100001300892987004,100001-WD16,YES
100001300892987004,100001-WD16,YES
100001300892987004,100001-WD16,YES
100001300892991001,100001-WD16,YES
100001300892991001,100001-WD16,YES
100001300892991003,100001-WD16,YES
100001300892991003,100001-WD16,YES
100001300892992003,100001-WD16,YES
100001300892992003,100001-WD16,YES
100001300892993002,100001-WD16,YES
100001300892993002,100001-WD16,YES
100001300892993002,100001-WD16,YES
100001300892993004,100001-WD16,YES
100001300892994002,100001-WD16,YES
100001300892995004,100001-W104,YES
100001300892996003,100001-WD16,YES
100001300892998001,100001-WD16,YES
100001300892998003,100001-WD16,YES
100001300892998003,100001-WD16,YES
100001300892999003,100001-WD16,YES
100001300893002003,100001-WD16,YES
100001300893004002,100001-WD16,YES
100001300893005001,100001-WD16,YES
100001300893005001,100001-WD16,YES
100001300893005001,100001-WD16,YES
100001300893005002,100001-WD16,YES
100001300893005002,100001-WD16,YES
100001300893005002,100001-WD16,YES
100001300893006003,100001-WD16,YES
100001300893007002,100001-WD16,YES
100001300893009003,100001-WD16,YES
100001300893010002,100001-WD16,YES
100001300893010004,100001-WD16,YES
100001300893011003,100001-WD16,YES
100001300893011003,100001-WD16,YES
100001300893011003,100001-WD16,YES
100001300893014001,100001-WD16,YES
100001300893014001,100001-WD16,YES
100001300893025001,100001-WD16,YES
100001300893207002,100001-WD16,YES
100001300893207002,100001-WD16,YES
100001300893207002,100001-WD16,YES
100001300893207002,100001-WD16,YES
100001300893208006,100001-WD16,YES
100001300893208006,100001-WD16,YES
100001300893208009,100001-WD16,YES
100001300893222003,100001-WD16,YES
100001300893227003,100001-WD16,YES
100001300893227003,100001-WD16,YES
100001300893227003,100001-WD16,YES
100001300893229005,100001-WD16,YES
100001300893229005,100001-WD16,YES
100001300893236012,100001-W008,YES
100001300893236013,100001-W140,YES
100001300893369002,100001-WD16,YES
100001300893375001,100001-WD16,YES
100001300893376005,100001-WD16,YES
100001300893376005,100001-WD16,YES
100001300893380004,100001-WD16,YES
100001300893381004,100001-WD16,YES
100001300893382004,100001-WD16,YES
100001300893382004,100001-WD16,YES
100001300893382004,100001-WD16,YES
100001300893382006,100001-WD16,YES
100001300893382006,100001-WD16,YES
100001300893383002,100001-WD16,YES
100001300893383002,100001-WD16,YES
100001300893383003,100001-WD16,YES
100001300893383003,100001-WD16,YES
100001300893388003,100001-W160,YES
100001300893389004,100001-W105,YES
100001300893393001,100001-W160,YES
100001300893393001,100001-W029,YES
100001300893431003,100001-WD16,YES
100001300893431003,100001-WD16,YES
100001300893431003,100001-WD16,YES
100001300893431003,100001-WD16,YES
100001300893431005,100001-WD16,YES
100001300893435003,100001-W083,YES
100001300893436002,100001-W083,YES
100001300893438004,100001-W104,YES
100001300893526011,100001-WD16,YES
100001300893526011,100001-WD16,YES
100001300893528002,100001-WD16,YES
100001300893529003,100001-WD16,YES
100001300893529004,100001-WD16,YES
100001300893534001,100001-WD16,YES
100001300893534001,100001-WD16,YES
100001300893535003,100001-W136,YES
100001300893537005,100001-WD16,YES
100001300893541003,100001-WD16,YES
100001300893563001,100001-WD16,YES
100001300893716002,100001-WD16,YES
100001300893716002,100001-WD16,YES
100001300893716003,100001-WD16,YES
100001300893719006,100001-WD16,YES
100001300893719006,100001-WD16,YES
100001300893719006,100001-WD16,YES
100001300893719006,100001-WD16,YES
100001300893719006,100001-WD16,YES
100001300893719010,100001-WD16,YES
100001300893727005,100001-WD16,YES
100001300893736003,100001-WD16,YES
100001300893741002,100001-W083,YES
100001300893742003,100001-W116,YES
100001300893758002,100001-WD16,YES
100001300893765003,100001-WD16,YES
100001300893766004,100001-WD16,YES
100001300893767002,100001-WD16,YES
100001300893767002,100001-WD16,YES
100001300893767002,100001-WD16,YES
100001300893769001,100001-WD16,YES
100001300893769001,100001-WD16,YES
100001300893769001,100001-WD16,YES
100001300893769002,100001-WD16,YES
100001300893769002,100001-WD16,YES
100001300893769004,100001-WD16,YES
100001300893769004,100001-WD16,YES
100001300893769004,100001-WD16,YES
100001300893780001,100001-W008,YES
100001300893780002,100001-W008,YES
100001300893784010,100001-W114,YES
100001300893901002,100001-WD16,YES
100001300893901006,100001-WD16,YES
100001300893901006,100001-WD16,YES
100001300893907002,100001-WD16,YES
100001300893907002,100001-WD16,YES
100001300893907006,100001-WD16,YES
100001300893908005,100001-WD16,YES
100001300893911001,100001-WD16,YES
100001300893912002,100001-WD16,YES
